year,race_recode,count,area_type,statefip,countyfip
2022,Non-Hispanic Chinese,579,county,alabama,117
2022,Non-Hispanic Japanese,66,county,alabama,117
2022,Non-Hispanic Multiple,5085,county,alabama,117
2022,Non-Hispanic OAPI,2636,county,alabama,117
2022,Non-Hispanic Other Race,467,county,alabama,117
2022,Non-Hispanic White,137910,county,alabama,117
2022,Hispanic Chinese,31,county,arizona,5
2022,Hispanic OAPI,81,county,arizona,5
2022,Non-Hispanic Japanese,69,county,arizona,5
2022,Hispanic AIAN,11204,county,arizona,19
2022,Hispanic Black,2533,county,arizona,19
2022,Hispanic Chinese,138,county,arizona,19
2022,Hispanic Japanese,38,county,arizona,19
2022,Hispanic OAPI,825,county,arizona,19
2022,Hispanic Other Multiple,80436,county,arizona,19
2022,Hispanic Other Race,82013,county,arizona,19
2022,Hispanic White,146943,county,arizona,19
2022,Non-Hispanic AIAN,17383,county,arizona,19
2022,Non-Hispanic Black,27842,county,arizona,19
2022,Non-Hispanic Chinese,6185,county,arizona,19
2022,Non-Hispanic Japanese,788,county,arizona,19
2022,Non-Hispanic Multiple,28835,county,arizona,19
2022,Non-Hispanic OAPI,16166,county,arizona,19
2022,Non-Hispanic Other Race,1771,county,arizona,19
2022,Non-Hispanic White,422756,county,arizona,19
2022,Hispanic AIAN,757,county,arizona,27
2022,Hispanic Black,764,county,arizona,27
2022,Hispanic OAPI,30,county,arizona,27
2022,Hispanic Other Multiple,35455,county,arizona,27
2022,Hispanic Other Race,14426,county,arizona,27
2022,Hispanic White,56676,county,arizona,27
2022,Non-Hispanic AIAN,1553,county,arizona,27
2022,Non-Hispanic Black,2677,county,arizona,27
2022,Non-Hispanic Chinese,61,county,arizona,27
2022,Non-Hispanic Japanese,41,county,arizona,27
2022,Non-Hispanic Multiple,2974,county,arizona,27
2022,Non-Hispanic OAPI,1907,county,arizona,27
2022,Non-Hispanic Other Race,290,county,arizona,27
2022,Non-Hispanic White,49015,county,arizona,27
2022,Non-Hispanic Japanese,75,county,arkansas,7
2022,Hispanic AIAN,68,county,arkansas,125
2022,Hispanic Black,156,county,arkansas,125
2022,Hispanic Other Multiple,605,county,arkansas,125
2022,Hispanic Other Race,1136,county,arkansas,125
2022,Hispanic White,3442,county,arkansas,125
2022,Non-Hispanic AIAN,166,county,arkansas,125
2022,Non-Hispanic Black,8845,county,arkansas,125
2022,Non-Hispanic Chinese,444,county,arkansas,125
2022,Non-Hispanic Multiple,2631,county,arkansas,125
2022,Non-Hispanic OAPI,828,county,arkansas,125
2022,Non-Hispanic Other Race,165,county,arkansas,125
2022,Non-Hispanic White,82006,county,arkansas,125
2022,Hispanic Black,186,county,arkansas,143
2022,Hispanic Japanese,92,county,california,7
2022,Hispanic OAPI,195,county,california,7
2022,Hispanic Chinese,129,county,california,17
2022,Hispanic Japanese,62,county,california,19
2022,Hispanic Black,340,county,california,23
2022,Hispanic Japanese,4,county,california,23
2022,Hispanic Japanese,18,county,california,25
2022,Non-Hispanic Japanese,139,county,california,25
2022,Non-Hispanic Other Race,62,county,california,25
2022,Non-Hispanic Japanese,349,county,california,31
2022,Non-Hispanic Japanese,56,county,california,39
2022,Hispanic Japanese,51,county,california,41
2022,Hispanic Chinese,14,county,california,55
2022,Hispanic OAPI,132,county,california,55
2022,Hispanic Japanese,236,county,california,81
2022,Hispanic Chinese,70,county,california,83
2022,Hispanic Japanese,74,county,california,83
2022,Hispanic Black,12,county,california,89
2022,Hispanic Japanese,154,county,california,95
2022,Hispanic Chinese,93,county,california,97
2022,Hispanic Chinese,33,county,california,99
2022,Hispanic Black,678,county,california,113
2022,Hispanic Japanese,54,county,california,113
2022,Hispanic Black,183,county,colorado,69
2022,Hispanic AIAN,974,county,connecticut,1
2022,Hispanic Black,6154,county,connecticut,1
2022,Hispanic Chinese,43,county,connecticut,1
2022,Hispanic OAPI,488,county,connecticut,1
2022,Hispanic Other Multiple,37772,county,connecticut,1
2022,Hispanic Other Race,58081,county,connecticut,1
2022,Hispanic White,51455,county,connecticut,1
2022,Non-Hispanic AIAN,549,county,connecticut,1
2022,Non-Hispanic Black,80478,county,connecticut,1
2022,Non-Hispanic Chinese,8579,county,connecticut,1
2022,Non-Hispanic Japanese,1286,county,connecticut,1
2022,Non-Hispanic Multiple,22145,county,connecticut,1
2022,Non-Hispanic OAPI,31750,county,connecticut,1
2022,Non-Hispanic Other Race,6154,county,connecticut,1
2022,Non-Hispanic White,472130,county,connecticut,1
2022,Hispanic AIAN,1430,county,connecticut,3
2022,Hispanic Black,6854,county,connecticut,3
2022,Hispanic Chinese,88,county,connecticut,3
2022,Hispanic Japanese,48,county,connecticut,3
2022,Hispanic OAPI,244,county,connecticut,3
2022,Hispanic Other Multiple,36204,county,connecticut,3
2022,Hispanic Other Race,47915,county,connecticut,3
2022,Hispanic White,53027,county,connecticut,3
2022,Non-Hispanic AIAN,572,county,connecticut,3
2022,Non-Hispanic Black,93801,county,connecticut,3
2022,Non-Hispanic Chinese,5713,county,connecticut,3
2022,Non-Hispanic Japanese,749,county,connecticut,3
2022,Non-Hispanic Multiple,22907,county,connecticut,3
2022,Non-Hispanic OAPI,35530,county,connecticut,3
2022,Non-Hispanic Other Race,3305,county,connecticut,3
2022,Non-Hispanic White,421546,county,connecticut,3
2022,Hispanic AIAN,74,county,connecticut,5
2022,Hispanic Black,104,county,connecticut,5
2022,Hispanic OAPI,15,county,connecticut,5
2022,Hispanic Other Multiple,5042,county,connecticut,5
2022,Hispanic Other Race,3513,county,connecticut,5
2022,Hispanic White,7387,county,connecticut,5
2022,Non-Hispanic AIAN,95,county,connecticut,5
2022,Non-Hispanic Black,5256,county,connecticut,5
2022,Non-Hispanic Chinese,885,county,connecticut,5
2022,Non-Hispanic Japanese,21,county,connecticut,5
2022,Non-Hispanic Multiple,5870,county,connecticut,5
2022,Non-Hispanic OAPI,2177,county,connecticut,5
2022,Non-Hispanic Other Race,438,county,connecticut,5
2022,Non-Hispanic White,120284,county,connecticut,5
2022,Hispanic AIAN,136,county,connecticut,7
2022,Hispanic Black,565,county,connecticut,7
2022,Hispanic OAPI,95,county,connecticut,7
2022,Hispanic Other Multiple,2266,county,connecticut,7
2022,Hispanic Other Race,1536,county,connecticut,7
2022,Hispanic White,3386,county,connecticut,7
2022,Non-Hispanic AIAN,74,county,connecticut,7
2022,Non-Hispanic Black,6008,county,connecticut,7
2022,Non-Hispanic Chinese,1331,county,connecticut,7
2022,Non-Hispanic Japanese,273,county,connecticut,7
2022,Non-Hispanic Multiple,4599,county,connecticut,7
2022,Non-Hispanic OAPI,2853,county,connecticut,7
2022,Non-Hispanic Other Race,365,county,connecticut,7
2022,Non-Hispanic White,106675,county,connecticut,7
2022,Hispanic AIAN,981,county,connecticut,9
2022,Hispanic Black,7196,county,connecticut,9
2022,Hispanic Chinese,125,county,connecticut,9
2022,Hispanic OAPI,411,county,connecticut,9
2022,Hispanic Other Multiple,29033,county,connecticut,9
2022,Hispanic Other Race,45958,county,connecticut,9
2022,Hispanic White,53330,county,connecticut,9
2022,Non-Hispanic AIAN,527,county,connecticut,9
2022,Non-Hispanic Black,92638,county,connecticut,9
2022,Non-Hispanic Chinese,8318,county,connecticut,9
2022,Non-Hispanic Japanese,381,county,connecticut,9
2022,Non-Hispanic Multiple,21169,county,connecticut,9
2022,Non-Hispanic OAPI,19134,county,connecticut,9
2022,Non-Hispanic Other Race,2835,county,connecticut,9
2022,Non-Hispanic White,422896,county,connecticut,9
2022,Hispanic AIAN,190,county,connecticut,11
2022,Hispanic Black,1499,county,connecticut,11
2022,Hispanic Chinese,31,county,connecticut,11
2022,Hispanic OAPI,33,county,connecticut,11
2022,Hispanic Other Multiple,5885,county,connecticut,11
2022,Hispanic Other Race,6657,county,connecticut,11
2022,Hispanic White,7355,county,connecticut,11
2022,Non-Hispanic AIAN,734,county,connecticut,11
2022,Non-Hispanic Black,10810,county,connecticut,11
2022,Non-Hispanic Chinese,2386,county,connecticut,11
2022,Non-Hispanic Japanese,295,county,connecticut,11
2022,Non-Hispanic Multiple,8315,county,connecticut,11
2022,Non-Hispanic OAPI,5887,county,connecticut,11
2022,Non-Hispanic Other Race,1033,county,connecticut,11
2022,Non-Hispanic White,167787,county,connecticut,11
2022,Hispanic AIAN,42,county,connecticut,13
2022,Hispanic Black,198,county,connecticut,13
2022,Hispanic OAPI,24,county,connecticut,13
2022,Hispanic Other Multiple,1606,county,connecticut,13
2022,Hispanic Other Race,2323,county,connecticut,13
2022,Hispanic White,3851,county,connecticut,13
2022,Non-Hispanic AIAN,280,county,connecticut,13
2022,Non-Hispanic Black,3910,county,connecticut,13
2022,Non-Hispanic Chinese,2601,county,connecticut,13
2022,Non-Hispanic Japanese,4,county,connecticut,13
2022,Non-Hispanic Multiple,3395,county,connecticut,13
2022,Non-Hispanic OAPI,3508,county,connecticut,13
2022,Non-Hispanic Other Race,897,county,connecticut,13
2022,Non-Hispanic White,101712,county,connecticut,13
2022,Hispanic AIAN,90,county,connecticut,15
2022,Hispanic Black,333,county,connecticut,15
2022,Hispanic OAPI,6,county,connecticut,15
2022,Hispanic Other Multiple,4440,county,connecticut,15
2022,Hispanic Other Race,4005,county,connecticut,15
2022,Hispanic White,5841,county,connecticut,15
2022,Non-Hispanic AIAN,117,county,connecticut,15
2022,Non-Hispanic Black,2124,county,connecticut,15
2022,Non-Hispanic Chinese,608,county,connecticut,15
2022,Non-Hispanic Multiple,2813,county,connecticut,15
2022,Non-Hispanic OAPI,740,county,connecticut,15
2022,Non-Hispanic Other Race,158,county,connecticut,15
2022,Non-Hispanic White,72507,county,connecticut,15
2022,Hispanic AIAN,486,county,delaware,1
2022,Hispanic Chinese,21,county,delaware,3
2022,Hispanic OAPI,77,county,delaware,3
2022,Hispanic OAPI,54,county,delaware,5
2022,Hispanic Chinese,20,county,florida,1
2022,Hispanic Japanese,8,county,florida,1
2022,Hispanic Japanese,83,county,florida,9
2022,Non-Hispanic AIAN,280,county,florida,15
2022,Hispanic OAPI,167,county,florida,17
2022,Non-Hispanic AIAN,51,county,florida,19
2022,Hispanic Chinese,2,county,florida,21
2022,Hispanic Japanese,8,county,florida,31
2022,Hispanic Chinese,31,county,florida,33
2022,Hispanic Japanese,11,county,florida,33
2022,Hispanic OAPI,408,county,florida,33
2022,Hispanic AIAN,31,county,florida,53
2022,Non-Hispanic Japanese,43,county,florida,53
2022,Hispanic AIAN,179,county,florida,61
2022,Hispanic Black,3,county,florida,61
2022,Hispanic OAPI,11,county,florida,61
2022,Hispanic OAPI,110,county,florida,73
2022,Hispanic Chinese,48,county,florida,81
2022,Hispanic OAPI,47,county,florida,83
2022,Hispanic Chinese,64,county,florida,85
2022,Hispanic OAPI,102,county,florida,85
2022,Non-Hispanic Japanese,8,county,florida,85
2022,Hispanic Chinese,78,county,florida,97
2022,Hispanic Japanese,18,county,florida,99
2022,Non-Hispanic Japanese,146,county,florida,101
2022,Hispanic Chinese,44,county,florida,105
2022,Hispanic Japanese,13,county,florida,111
2022,Hispanic OAPI,74,county,florida,111
2022,Hispanic Chinese,10,county,florida,117
2022,Hispanic Japanese,42,county,florida,117
2022,Non-Hispanic Japanese,16,county,georgia,15
2022,Hispanic AIAN,136,county,georgia,21
2022,Non-Hispanic Chinese,346,county,georgia,21
2022,Non-Hispanic Japanese,14,county,georgia,21
2022,Hispanic OAPI,9,county,georgia,45
2022,Non-Hispanic Japanese,10,county,georgia,45
2022,Hispanic Chinese,7,county,georgia,51
2022,Hispanic Chinese,7,county,georgia,59
2022,Non-Hispanic Japanese,130,county,georgia,59
2022,Hispanic OAPI,96,county,georgia,63
2022,Non-Hispanic Japanese,235,county,georgia,63
2022,Hispanic OAPI,61,county,georgia,77
2022,Hispanic Japanese,24,county,georgia,97
2022,Non-Hispanic AIAN,87,county,georgia,97
2022,Non-Hispanic Chinese,315,county,georgia,97
2022,Hispanic AIAN,2,county,georgia,113
2022,Hispanic Chinese,11,county,georgia,139
2022,Hispanic OAPI,26,county,georgia,139
2022,Hispanic Chinese,43,county,georgia,151
2022,Hispanic OAPI,21,county,georgia,151
2022,Hispanic AIAN,112,county,georgia,185
2022,Non-Hispanic AIAN,247,county,georgia,185
2022,Non-Hispanic Japanese,53,county,georgia,185
2022,Non-Hispanic Chinese,355,county,georgia,223
2022,Non-Hispanic Japanese,90,county,georgia,223
2022,Hispanic OAPI,506,county,georgia,245
2022,Hispanic OAPI,21,county,georgia,313
2022,Non-Hispanic Japanese,304,county,georgia,313
2022,Non-Hispanic Other Race,42,county,georgia,313
2022,Hispanic Chinese,18,county,hawaii,1
2022,Hispanic AIAN,132,county,idaho,19
2022,Hispanic OAPI,43,county,idaho,19
2022,Hispanic AIAN,32,county,illinois,19
2022,Hispanic Black,150,county,illinois,19
2022,Hispanic Chinese,4,county,illinois,19
2022,Hispanic OAPI,95,county,illinois,19
2022,Hispanic Other Multiple,3396,county,illinois,19
2022,Hispanic Other Race,1794,county,illinois,19
2022,Hispanic White,5526,county,illinois,19
2022,Non-Hispanic AIAN,70,county,illinois,19
2022,Non-Hispanic Black,23018,county,illinois,19
2022,Non-Hispanic Chinese,7808,county,illinois,19
2022,Non-Hispanic Japanese,464,county,illinois,19
2022,Non-Hispanic Multiple,5881,county,illinois,19
2022,Non-Hispanic OAPI,10039,county,illinois,19
2022,Non-Hispanic Other Race,394,county,illinois,19
2022,Non-Hispanic White,108786,county,illinois,19
2022,Hispanic AIAN,119,county,illinois,37
2022,Hispanic Black,88,county,illinois,37
2022,Hispanic OAPI,26,county,illinois,37
2022,Hispanic Other Multiple,2013,county,illinois,37
2022,Hispanic Other Race,3205,county,illinois,37
2022,Hispanic White,4375,county,illinois,37
2022,Non-Hispanic Black,5497,county,illinois,37
2022,Non-Hispanic Chinese,604,county,illinois,37
2022,Non-Hispanic Japanese,15,county,illinois,37
2022,Non-Hispanic Multiple,3028,county,illinois,37
2022,Non-Hispanic OAPI,1325,county,illinois,37
2022,Non-Hispanic Other Race,175,county,illinois,37
2022,Non-Hispanic White,60076,county,illinois,37
2022,Hispanic Chinese,65,county,illinois,43
2022,Hispanic Japanese,45,county,illinois,43
2022,Hispanic AIAN,302,county,illinois,91
2022,Hispanic Black,10,county,illinois,91
2022,Hispanic Chinese,12,county,illinois,91
2022,Hispanic Other Multiple,2001,county,illinois,91
2022,Hispanic Other Race,2299,county,illinois,91
2022,Hispanic White,4876,county,illinois,91
2022,Non-Hispanic AIAN,27,county,illinois,91
2022,Non-Hispanic Black,12905,county,illinois,91
2022,Non-Hispanic Chinese,17,county,illinois,91
2022,Non-Hispanic Multiple,2052,county,illinois,91
2022,Non-Hispanic OAPI,440,county,illinois,91
2022,Non-Hispanic Other Race,165,county,illinois,91
2022,Non-Hispanic White,60671,county,illinois,91
2022,Hispanic Japanese,95,county,illinois,97
2022,Hispanic AIAN,3,county,illinois,99
2022,Hispanic Black,350,county,illinois,99
2022,Hispanic Japanese,23,county,illinois,99
2022,Hispanic OAPI,5,county,illinois,99
2022,Hispanic Other Multiple,1782,county,illinois,99
2022,Hispanic Other Race,2359,county,illinois,99
2022,Hispanic White,4644,county,illinois,99
2022,Non-Hispanic AIAN,14,county,illinois,99
2022,Non-Hispanic Black,2185,county,illinois,99
2022,Non-Hispanic Chinese,119,county,illinois,99
2022,Non-Hispanic Japanese,39,county,illinois,99
2022,Non-Hispanic Multiple,1484,county,illinois,99
2022,Non-Hispanic OAPI,613,county,illinois,99
2022,Non-Hispanic Other Race,72,county,illinois,99
2022,Non-Hispanic White,73887,county,illinois,99
2022,Hispanic OAPI,63,county,illinois,113
2022,Hispanic Black,169,county,illinois,115
2022,Hispanic OAPI,3,county,illinois,115
2022,Hispanic Other Multiple,449,county,illinois,115
2022,Hispanic Other Race,383,county,illinois,115
2022,Hispanic White,1081,county,illinois,115
2022,Non-Hispanic AIAN,17,county,illinois,115
2022,Non-Hispanic Black,14303,county,illinois,115
2022,Non-Hispanic Chinese,131,county,illinois,115
2022,Non-Hispanic Japanese,19,county,illinois,115
2022,Non-Hispanic Multiple,2826,county,illinois,115
2022,Non-Hispanic OAPI,839,county,illinois,115
2022,Non-Hispanic Other Race,142,county,illinois,115
2022,Non-Hispanic White,62523,county,illinois,115
2022,Hispanic Chinese,25,county,illinois,119
2022,Non-Hispanic Chinese,506,county,illinois,119
2022,Hispanic OAPI,175,county,illinois,143
2022,Hispanic OAPI,220,county,illinois,161
2022,Non-Hispanic Japanese,29,county,illinois,161
2022,Hispanic AIAN,186,county,illinois,163
2022,Hispanic Black,489,county,illinois,163
2022,Hispanic Japanese,62,county,illinois,163
2022,Hispanic OAPI,56,county,illinois,163
2022,Hispanic Other Multiple,2371,county,illinois,163
2022,Hispanic Other Race,2258,county,illinois,163
2022,Hispanic White,3814,county,illinois,163
2022,Non-Hispanic AIAN,499,county,illinois,163
2022,Non-Hispanic Black,59086,county,illinois,163
2022,Non-Hispanic Chinese,788,county,illinois,163
2022,Non-Hispanic Japanese,138,county,illinois,163
2022,Non-Hispanic Multiple,9043,county,illinois,163
2022,Non-Hispanic OAPI,2146,county,illinois,163
2022,Non-Hispanic Other Race,1103,county,illinois,163
2022,Non-Hispanic White,124353,county,illinois,163
2022,Hispanic AIAN,38,county,illinois,167
2022,Hispanic Japanese,14,county,illinois,167
2022,Non-Hispanic Japanese,215,county,illinois,167
2022,Hispanic Chinese,2,county,illinois,179
2022,Hispanic OAPI,31,county,illinois,179
2022,Non-Hispanic Japanese,68,county,illinois,179
2022,Hispanic Chinese,15,county,illinois,197
2022,Hispanic Japanese,28,county,illinois,197
2022,Hispanic Chinese,13,county,indiana,3
2022,Non-Hispanic Japanese,73,county,indiana,3
2022,Non-Hispanic Japanese,24,county,indiana,19
2022,Hispanic Black,42,county,indiana,35
2022,Hispanic OAPI,77,county,indiana,35
2022,Non-Hispanic Japanese,21,county,indiana,35
2022,Hispanic Black,207,county,indiana,39
2022,Non-Hispanic Japanese,32,county,indiana,39
2022,Hispanic AIAN,189,county,indiana,63
2022,Non-Hispanic AIAN,118,county,indiana,63
2022,Non-Hispanic Japanese,84,county,indiana,63
2022,Hispanic Black,96,county,indiana,81
2022,Hispanic OAPI,44,county,indiana,81
2022,Hispanic OAPI,179,county,indiana,89
2022,Hispanic OAPI,7,county,indiana,91
2022,Non-Hispanic Chinese,50,county,indiana,91
2022,Non-Hispanic Japanese,47,county,indiana,91
2022,Hispanic Black,10,county,indiana,95
2022,Non-Hispanic Chinese,48,county,indiana,95
2022,Non-Hispanic Japanese,16,county,indiana,95
2022,Hispanic Chinese,136,county,indiana,97
2022,Hispanic Japanese,9,county,indiana,97
2022,Hispanic Chinese,33,county,indiana,141
2022,Hispanic Japanese,15,county,indiana,141
2022,Hispanic OAPI,18,county,indiana,141
2022,Non-Hispanic Japanese,226,county,indiana,141
2022,Hispanic AIAN,56,county,indiana,157
2022,Hispanic Chinese,17,county,indiana,157
2022,Hispanic OAPI,32,county,indiana,157
2022,Non-Hispanic Japanese,124,county,indiana,163
2022,Hispanic Black,55,county,indiana,167
2022,Hispanic Other Race,816,county,indiana,167
2022,Non-Hispanic Japanese,76,county,indiana,167
2022,Hispanic Black,356,county,iowa,13
2022,Hispanic OAPI,24,county,iowa,13
2022,Hispanic Black,99,county,iowa,103
2022,Hispanic OAPI,44,county,iowa,103
2022,Hispanic Black,79,county,iowa,113
2022,Hispanic OAPI,86,county,iowa,113
2022,Non-Hispanic Japanese,73,county,iowa,113
2022,Non-Hispanic Japanese,80,county,iowa,163
2022,Hispanic Chinese,16,county,kansas,45
2022,Hispanic OAPI,144,county,kansas,45
2022,Hispanic Chinese,24,county,kansas,91
2022,Hispanic Japanese,11,county,kansas,91
2022,Hispanic OAPI,206,county,kansas,91
2022,Hispanic Black,770,county,kansas,209
2022,Hispanic OAPI,37,county,kansas,209
2022,Non-Hispanic Japanese,23,county,kansas,209
2022,Hispanic AIAN,208,county,kentucky,15
2022,Non-Hispanic AIAN,137,county,kentucky,15
2022,Hispanic Chinese,2,county,kentucky,67
2022,Hispanic Japanese,15,county,kentucky,67
2022,Hispanic OAPI,211,county,kentucky,111
2022,Hispanic Black,49,county,kentucky,117
2022,Hispanic OAPI,243,county,kentucky,117
2022,Non-Hispanic AIAN,58,county,kentucky,117
2022,Hispanic Chinese,16,county,louisiana,5
2022,Hispanic Japanese,24,county,louisiana,5
2022,Hispanic OAPI,34,county,louisiana,5
2022,Non-Hispanic Japanese,14,county,louisiana,17
2022,Hispanic OAPI,8,county,louisiana,33
2022,Hispanic AIAN,14,county,louisiana,55
2022,Hispanic Black,166,county,louisiana,55
2022,Hispanic Chinese,8,county,louisiana,71
2022,Hispanic OAPI,181,county,louisiana,71
2022,Hispanic AIAN,112,county,louisiana,73
2022,Non-Hispanic Japanese,5,county,louisiana,73
2022,Hispanic OAPI,173,county,louisiana,103
2022,Non-Hispanic Japanese,180,county,louisiana,103
2022,Hispanic AIAN,167,county,louisiana,109
2022,Hispanic Black,37,county,louisiana,109
2022,Hispanic Other Multiple,1628,county,louisiana,109
2022,Hispanic Other Race,341,county,louisiana,109
2022,Hispanic White,2200,county,louisiana,109
2022,Non-Hispanic AIAN,4812,county,louisiana,109
2022,Non-Hispanic Black,16619,county,louisiana,109
2022,Non-Hispanic Chinese,471,county,louisiana,109
2022,Non-Hispanic Japanese,15,county,louisiana,109
2022,Non-Hispanic Multiple,3392,county,louisiana,109
2022,Non-Hispanic OAPI,769,county,louisiana,109
2022,Non-Hispanic Other Race,23,county,louisiana,109
2022,Non-Hispanic White,60138,county,louisiana,109
2022,Hispanic Black,52,county,maine,1
2022,Non-Hispanic Japanese,81,county,maine,1
2022,Hispanic Black,34,county,maine,11
2022,Hispanic AIAN,28,county,maine,19
2022,Hispanic Black,65,county,maine,19
2022,Hispanic Chinese,35,county,maine,19
2022,Hispanic Other Multiple,586,county,maine,19
2022,Hispanic Other Race,179,county,maine,19
2022,Hispanic White,830,county,maine,19
2022,Non-Hispanic AIAN,1046,county,maine,19
2022,Non-Hispanic Black,1339,county,maine,19
2022,Non-Hispanic Chinese,434,county,maine,19
2022,Non-Hispanic Japanese,28,county,maine,19
2022,Non-Hispanic Multiple,3350,county,maine,19
2022,Non-Hispanic OAPI,697,county,maine,19
2022,Non-Hispanic Other Race,503,county,maine,19
2022,Non-Hispanic White,112664,county,maine,19
2022,Hispanic Japanese,28,county,maryland,3
2022,Hispanic OAPI,90,county,maryland,3
2022,Hispanic Japanese,97,county,maryland,5
2022,Hispanic OAPI,955,county,maryland,5
2022,Hispanic Black,55,county,maryland,13
2022,Hispanic OAPI,31,county,maryland,13
2022,Non-Hispanic Japanese,17,county,maryland,13
2022,Non-Hispanic Japanese,39,county,maryland,15
2022,Hispanic Chinese,26,county,maryland,21
2022,Non-Hispanic Japanese,141,county,maryland,21
2022,Hispanic Black,404,county,maryland,25
2022,Hispanic OAPI,159,county,maryland,25
2022,Hispanic Chinese,14,county,maryland,27
2022,Hispanic OAPI,78,county,maryland,27
2022,Hispanic Chinese,17,county,maryland,33
2022,Hispanic AIAN,54,county,maryland,43
2022,Hispanic Black,302,county,maryland,43
2022,Hispanic OAPI,40,county,maryland,43
2022,Hispanic Other Multiple,2694,county,maryland,43
2022,Hispanic Other Race,1561,county,maryland,43
2022,Hispanic White,3114,county,maryland,43
2022,Non-Hispanic AIAN,100,county,maryland,43
2022,Non-Hispanic Black,14898,county,maryland,43
2022,Non-Hispanic Chinese,619,county,maryland,43
2022,Non-Hispanic Japanese,20,county,maryland,43
2022,Non-Hispanic Multiple,4797,county,maryland,43
2022,Non-Hispanic OAPI,1562,county,maryland,43
2022,Non-Hispanic Other Race,159,county,maryland,43
2022,Non-Hispanic White,95014,county,maryland,43
2022,Hispanic AIAN,63,county,massachusetts,3
2022,Hispanic AIAN,94,county,michigan,5
2022,Hispanic Black,35,county,michigan,5
2022,Hispanic Chinese,1,county,michigan,5
2022,Hispanic OAPI,62,county,michigan,5
2022,Non-Hispanic Japanese,165,county,michigan,5
2022,Hispanic OAPI,1,county,michigan,21
2022,Hispanic Chinese,84,county,michigan,65
2022,Hispanic OAPI,16,county,michigan,75
2022,Non-Hispanic Chinese,94,county,michigan,75
2022,Non-Hispanic Japanese,157,county,michigan,77
2022,Hispanic Japanese,15,county,michigan,81
2022,Hispanic OAPI,348,county,michigan,81
2022,Hispanic Black,94,county,michigan,93
2022,Hispanic OAPI,16,county,michigan,93
2022,Non-Hispanic Japanese,128,county,michigan,93
2022,Hispanic Chinese,21,county,michigan,99
2022,Hispanic Japanese,19,county,michigan,99
2022,Hispanic AIAN,50,county,michigan,115
2022,Hispanic Black,127,county,michigan,121
2022,Non-Hispanic Japanese,14,county,michigan,121
2022,Hispanic Japanese,40,county,michigan,125
2022,Hispanic OAPI,315,county,michigan,139
2022,Hispanic OAPI,1,county,michigan,145
2022,Hispanic OAPI,110,county,michigan,147
2022,Non-Hispanic Japanese,27,county,michigan,147
2022,Hispanic Black,102,county,minnesota,3
2022,Non-Hispanic Japanese,320,county,minnesota,3
2022,Hispanic Chinese,96,county,minnesota,53
2022,Hispanic Japanese,39,county,minnesota,53
2022,Hispanic OAPI,417,county,minnesota,53
2022,Non-Hispanic Japanese,22,county,minnesota,109
2022,Hispanic AIAN,21,county,minnesota,145
2022,Hispanic Other Multiple,484,county,minnesota,145
2022,Hispanic Other Race,2562,county,minnesota,145
2022,Hispanic White,1520,county,minnesota,145
2022,Non-Hispanic AIAN,116,county,minnesota,145
2022,Non-Hispanic Black,8158,county,minnesota,145
2022,Non-Hispanic Chinese,459,county,minnesota,145
2022,Non-Hispanic Japanese,58,county,minnesota,145
2022,Non-Hispanic Multiple,5021,county,minnesota,145
2022,Non-Hispanic OAPI,1964,county,minnesota,145
2022,Non-Hispanic Other Race,61,county,minnesota,145
2022,Non-Hispanic White,106874,county,minnesota,145
2022,Hispanic OAPI,158,county,minnesota,163
2022,Hispanic AIAN,223,county,minnesota,171
2022,Hispanic Other Multiple,1673,county,minnesota,171
2022,Hispanic Other Race,703,county,minnesota,171
2022,Hispanic White,1125,county,minnesota,171
2022,Non-Hispanic AIAN,173,county,minnesota,171
2022,Non-Hispanic Black,1493,county,minnesota,171
2022,Non-Hispanic Chinese,345,county,minnesota,171
2022,Non-Hispanic Multiple,3175,county,minnesota,171
2022,Non-Hispanic OAPI,754,county,minnesota,171
2022,Non-Hispanic Other Race,358,county,minnesota,171
2022,Non-Hispanic White,105003,county,minnesota,171
2022,Hispanic Black,196,county,mississippi,33
2022,Hispanic OAPI,1,county,mississippi,33
2022,Hispanic Japanese,22,county,mississippi,47
2022,Non-Hispanic Chinese,291,county,mississippi,47
2022,Hispanic OAPI,93,county,mississippi,59
2022,Hispanic AIAN,95,county,missouri,19
2022,Hispanic Black,180,county,missouri,19
2022,Hispanic OAPI,6,county,missouri,19
2022,Hispanic Other Multiple,1181,county,missouri,19
2022,Hispanic Other Race,1101,county,missouri,19
2022,Hispanic White,2915,county,missouri,19
2022,Non-Hispanic AIAN,308,county,missouri,19
2022,Non-Hispanic Black,13553,county,missouri,19
2022,Non-Hispanic Chinese,2342,county,missouri,19
2022,Non-Hispanic Japanese,141,county,missouri,19
2022,Non-Hispanic Multiple,5934,county,missouri,19
2022,Non-Hispanic OAPI,3993,county,missouri,19
2022,Non-Hispanic Other Race,658,county,missouri,19
2022,Non-Hispanic White,114018,county,missouri,19
2022,Hispanic AIAN,42,county,missouri,71
2022,Hispanic OAPI,40,county,missouri,71
2022,Hispanic Other Multiple,543,county,missouri,71
2022,Hispanic Other Race,178,county,missouri,71
2022,Hispanic White,595,county,missouri,71
2022,Non-Hispanic AIAN,54,county,missouri,71
2022,Non-Hispanic Black,707,county,missouri,71
2022,Non-Hispanic Chinese,10,county,missouri,71
